0.0000  0.3323  0.3323  0.2580
0.0010  0.3557  0.3624  0.2610
0.0025  0.3626  0.3389  0.2604
0.0160  0.3324  0.3406  0.2625
0.0400  0.3502  0.3522  0.2686
0.1000  0.2667  0.3880  0.2614
0.2500  0.2176  0.3125  0.2218
0.6300  0.0395  0.0556  0.0182
2.0000  0.0940  0.0433  0.0140
4.0000  0.0218  0.0373  0.0108
